epoch,train_loss,Recall@10,HitRate@10,NDCG@10,n_eval_users
58,1.8254228997190736,0.0187147392473661,0.0187147392473661,0.0094968770783709,98906
59,1.813929799049061,0.0190180575495925,0.0190180575495925,0.0095360334959969,98906
60,1.801168263812083,0.0191596060906315,0.0191596060906315,0.009525260966176,98906
61,1.7867259979855212,0.01938203951226417,0.01938203951226417,0.009735586380323616,98906
62,1.7829879382171245,0.01910905304026045,0.01910905304026045,0.009688184381512407,98906
63,1.7713548696439396,0.019685357814490528,0.019685357814490528,0.009870242829525592,98906
64,1.7610179151943712,0.019402260732412593,0.019402260732412593,0.009825166333898785,98906
65,1.7515544065524815,0.01965502598426789,0.01965502598426789,0.010016292565619044,98906
66,1.7407942593805235,0.019746021474935798,0.019746021474935798,0.009940410999162872,98906
67,1.7319699375319189,0.020302105029017452,0.020302105029017452,0.010269655683892848,98906
68,1.7225592829170395,0.020332436859240088,0.020332436859240088,0.010190356631800925,98906
69,1.7131564640984638,0.02024144136857218,0.02024144136857218,0.010260511070903897,98906
70,1.7046676231820617,0.020393100519685358,0.020393100519685358,0.01039955648925527,98906
71,1.6965253592794092,0.020382989909611147,0.020382989909611147,0.01031756733236806,98906
72,1.688801132715568,0.020170667098052698,0.020170667098052698,0.010229997793213099,98906
73,1.6813982316255025,0.020120114047681638,0.020120114047681638,0.010303681307469784,98906
74,1.6719627209959813,0.020645865771540654,0.020645865771540654,0.01053997543350697,98906
75,1.665120236742179,0.02072675065213435,0.02072675065213435,0.010557387515541236,98906
76,1.658474476611348,0.020716640042060138,0.020716640042060138,0.010541181001417717,98906
77,1.6505128519497836,0.02099973712413807,0.02099973712413807,0.010654494357109552,98906
78,1.644374154647177,0.020666086991689078,0.020666086991689078,0.010535987773934835,98906
79,1.6375963292093112,0.021040179564434918,0.021040179564434918,0.010712324552096518,98906
80,1.6305220916287897,0.021363719086809698,0.021363719086809698,0.010859235753869007,98906
81,1.6248038418252055,0.021110953834954403,0.021110953834954403,0.01077343213112967,98906
82,1.6189181595795465,0.021131175055102824,0.021131175055102824,0.01078429855697811,98906
83,1.6122321624485005,0.021191838715548098,0.021191838715548098,0.010898817702351963,98906
84,1.6064884951693439,0.021394050917032333,0.021394050917032333,0.010957934382836711,98906
85,1.6003753987180311,0.021869249590520293,0.021869249590520293,0.011151925561893452,98906
86,1.5958558173000605,0.021606373728590783,0.021606373728590783,0.010992079994313201,98906
87,1.589051390401201,0.021838917760297658,0.021838917760297658,0.011178203991825602,98906
88,1.5844838489229969,0.021414272137180758,0.021414272137180758,0.010867585895387062,98906
89,1.5788679607978222,0.021626594948739208,0.021626594948739208,0.011096926450734191,98906
90,1.5734571708764562,0.021656926778961843,0.021656926778961843,0.010963159863576101,98906
91,1.5684461679686494,0.021788364709926598,0.021788364709926598,0.011071373357489924,98906
92,1.562913070095762,0.021869249590520293,0.021869249590520293,0.01111819912704484,98906
93,1.5583622576274796,0.02202090874163347,0.02202090874163347,0.011243643593002787,98906
94,1.5540160073452254,0.022010798131559258,0.022010798131559258,0.011287996815378749,98906
95,1.5489750539639775,0.02244555436475037,0.02244555436475037,0.011367901061983331,98906
96,1.5447631297282884,0.022293895213637192,0.022293895213637192,0.011468148666852994,98906
97,1.5396860397186232,0.022314116433785613,0.022314116433785613,0.011426479735008143,98906
98,1.5359101753151536,0.02244555436475037,0.02244555436475037,0.01156879519002709,98906
99,1.5314367975011198,0.022425333144601944,0.022425333144601944,0.011404018075420885,98906
100,1.5272078667401328,0.022475886194973003,0.022475886194973003,0.011472588508403393,98906
101,1.5238281442720296,0.02250621802519564,0.02250621802519564,0.011464130287138784,98906
102,1.5178180655160542,0.02250621802519564,0.02250621802519564,0.011617558334116396,98906
103,1.5152151100204292,0.022890421208015693,0.022890421208015693,0.011550300671348336,98906
104,1.511854879965902,0.022637655956160394,0.022637655956160394,0.011581595866327673,98906
105,1.5074549294174673,0.023143186459870988,0.023143186459870988,0.01174700643682018,98906
106,1.5035533106721553,0.02309263340949993,0.02309263340949993,0.011723212529715591,98906
107,1.4998221007548682,0.02260732412593776,0.02260732412593776,0.011543384628214132,98906
108,1.4965442094061059,0.022415222534527733,0.022415222534527733,0.011370476539958475,98906
109,1.493034439319025,0.023021859138980447,0.023021859138980447,0.011704460717794173,98906
110,1.4894051216308992,0.022920753038238328,0.022920753038238328,0.011618704129848634,98906
111,1.486628577931222,0.022870199987867268,0.022870199987867268,0.0116662066681832,98906
112,1.4828363837902452,0.02309263340949993,0.02309263340949993,0.011746989601488083,98906
113,1.4789108001419256,0.02244555436475037,0.02244555436475037,0.011539392716418942,98906
114,1.4749562765758235,0.023213960730390473,0.023213960730390473,0.01179049486694805,98906
115,1.4726243331411442,0.022940974258386752,0.022940974258386752,0.011755336069316832,98906
116,1.4693643803696557,0.023385841101652073,0.023385841101652073,0.011956330765810635,98906
117,1.4665792062147096,0.023335288051281013,0.023335288051281013,0.01185710336663852,98906
118,1.4632340355905993,0.023213960730390473,0.023213960730390473,0.011879496527829889,98906
119,1.4600821412650704,0.023062301579277293,0.023062301579277293,0.011947826570397432,98906
120,1.4573445407120391,0.023244292560613108,0.023244292560613108,0.011993603014722767,98906
121,1.4538366511975669,0.022961195478535174,0.022961195478535174,0.01178596474520611,98906
122,1.4518378984415057,0.023173518290093623,0.023173518290093623,0.012055957131498329,98906
123,1.4489571849343978,0.023426283541948922,0.023426283541948922,0.01215147154928013,98906
124,1.4459689080587692,0.023001637918832023,0.023001637918832023,0.012074670432356518,98906
125,1.4437621672659195,0.022971306088609388,0.022971306088609388,0.011847554840670436,98906
126,1.4405442491688458,0.023264513780761532,0.023264513780761532,0.012131194847745172,98906
127,1.4383083055610835,0.023466725982245768,0.023466725982245768,0.012164519452336145,98906
128,1.4352317486803372,0.023456615372171558,0.023456615372171558,0.01223552822186858,98906
129,1.4332565079392132,0.022900531818089903,0.022900531818089903,0.011959404727748424,98906
130,1.430674470321209,0.023224071340464683,0.023224071340464683,0.012206967784847728,98906
131,1.4279439639660483,0.023537500252765253,0.023537500252765253,0.012246663849112686,98906
132,1.4260836647831299,0.023183628900167837,0.023183628900167837,0.012126347757004352,98906
133,1.4229056056935823,0.023375730491577863,0.023375730491577863,0.012137233573375615,98906
134,1.4208891720299668,0.02336561988150365,0.02336561988150365,0.012194516051177889,98906
135,1.4183863079898646,0.022991527308757812,0.022991527308757812,0.012086058589582088,98906
136,1.4161278610261527,0.023224071340464683,0.023224071340464683,0.012135454832795219,98906
137,1.4141301604599956,0.023315066831132592,0.023315066831132592,0.012048862234655604,98906
138,1.4112244176010038,0.02368915940387843,0.02368915940387843,0.012392004630665586,98906
139,1.4101324273473312,0.024022809536327423,0.024022809536327423,0.01256868549177452,98906
140,1.4067818081420336,0.023112854629648353,0.023112854629648353,0.012104405206107897,98906
141,1.4051458049448227,0.023567832082987888,0.023567832082987888,0.012173363266344502,98906
142,1.402525031842537,0.024316017228479567,0.024316017228479567,0.012603552920525254,98906
143,1.4008969031152174,0.023871150385214243,0.023871150385214243,0.012324893240513744,98906
144,1.3985695775197469,0.024123915637069542,0.024123915637069542,0.012571570533516555,98906
145,1.3962632266557726,0.023759933674397913,0.023759933674397913,0.012429893596554213,98906
146,1.394112269044145,0.024204800517663237,0.024204800517663237,0.012560804531484721,98906
147,1.3921077127980837,0.023668938183730007,0.023668938183730007,0.012415168032405992,98906
148,1.390756233130988,0.023547610862839463,0.023547610862839463,0.012297167820537367,98906
149,1.3886845587803691,0.023557721472913677,0.023557721472913677,0.012451288671321706,98906
150,1.387189676523629,0.023810486724768973,0.023810486724768973,0.01249320583271382,98906
